"","A","B","rowmean"
"1",-0.113715155050159,1.07818566296367,0.482235253956755
"2",-0.049555906560272,-1.42175691829371,-0.735656412426991
"3",0.658047769684345,-1.59196414667602,-0.466958188495837
"4",-0.292051373049617,2.01125217605002,0.859600401500202
"5",0.609719279687852,1.10106822697309,0.855393753330471
"6",-0.570432368665934,-1.18266949798488,-0.876550933325407
"7",-0.0602251165546477,-0.832986680316262,-0.446605898435455
"8",-0.48674004431814,-2.36041015639396,-1.42357510035605
"9",-0.94168554013595,-0.742273700600271,-0.84197962036811
"10",0.868824303615838,-1.65398659063256,-0.392581143508361
"11",-0.378732645884156,-0.811739926091529,-0.595236285987843
"12",0.208080105483532,-1.12019780986658,-0.456058852191524
"13",-0.518347817473114,-1.03931721953952,-0.778832518506317
"14",0.937516847625375,-0.0182993404207885,0.459608753602293
"15",0.689542548265308,0.335827318738296,0.512684933501802
"16",0.404719791375101,0.564785321501474,0.484752556438288
"17",0.218494438100606,-0.542959066621624,-0.162232314260509
"18",0.217549603432417,0.809324695123493,0.513437149277955
"19",-0.859537433367223,-0.161137298177886,-0.510337365772555
"20",0.649135492742062,-0.494374768137206,0.077380362302428
"21",0.199410330504179,0.955406659616362,0.57740849506027
"22",-0.457928920164704,-1.24215382564105,-0.850041372902877
"23",0.161880823317915,0.0629001468503333,0.112390485084124
"24",-0.6836600843817,-0.286141360504551,-0.484900722443126
"25",-0.887321540620178,-0.988185298276375,-0.937753419448277
"26",-0.275950158014894,-0.538803870964589,-0.407377014489742
"27",-0.668451509438455,-0.951449163153902,-0.809950336296179
"28",0.240555041469634,-1.26336306971112,-0.511404014120743
"29",0.926954342052341,-0.238098556494906,0.344427892778717
"30",-0.513134333770722,-0.936104452113095,-0.724619392941908
"31",0.272039048373699,-0.553090884561749,-0.140525918094025
"32",-0.256849146913737,-0.0442221253285894,-0.150535636121163
"33",0.388514531776309,-0.273744027546995,0.057385252114657
"34",0.475053344387561,-0.666157306074098,-0.0955519808432685
"35",0.0867834179662168,0.0821878370522833,0.0844856275092501
"36",-0.187059670221061,-0.176186801668421,-0.181623235944741
"37",-0.653629531618208,-0.651284897061851,-0.65245721434003
"38",0.84190041385591,1.17341309924548,1.0076567565507
"39",0.89204530371353,-1.46046444658052,-0.284209571433495
"40",0.412731751799583,0.556790994242434,0.484761373021008
"41",-0.177723731379956,0.343806197322828,0.083041232971436
"42",-0.131882532965392,0.657186184712778,0.262651825873693
"43",-0.978100766893476,0.588467830422295,-0.194816468235591
"44",0.208282276522368,0.129556445920681,0.168919361221525
"45",0.134702763520181,-0.0647291372003535,0.0349868131599138
"46",0.915551582816988,-0.843237533064079,0.0361570248764545
"47",-0.948429225478321,-1.27690744252512,-1.11266833400172
"48",-0.528815697412938,-0.463209802152426,-0.496012749782682
"49",-0.787155538797379,0.774495377651398,-0.0063300805729905
"50",-0.993228447623551,0.980672692159644,-0.00627787773195349
"51",-0.0143911680206656,0.220048266116597,0.102828549047966
"52",-0.818142347969115,-0.354773570801938,-0.586457959385526
"53",-0.203053757082671,0.395410751939853,0.096178497428591
"54",0.0900385598652065,-1.3880640942428,-0.649012767188797
"55",0.800531916785985,-1.57461031276682,-0.387039197990418
"56",0.205575434025377,0.467289693199876,0.336432563612627
"57",0.593920179177076,-0.599929180117007,-0.00300450046996553
"58",0.105373446363956,0.585085515781195,0.345229481072576
"59",0.30784887354821,-0.24237888221776,0.032734995665225
"60",-0.983756999019533,0.473085904599862,-0.255335547209835
"61",-0.644843430258334,-0.923283229593786,-0.78406332992606
"62",0.919698777142912,-0.550746014950729,0.184476381096092
"63",0.702671814244241,-1.73458882006035,-0.515958502908055
"64",-0.63597774412483,-1.54223706403721,-1.08910740408102
"65",-0.295923253521323,0.743375608138819,0.223726177308748
"66",-0.761775430757552,-1.14511520370517,-0.953445317231361
"67",-0.353961242362857,-0.532054302056572,-0.443007772209714
"68",-0.436525295954198,-0.791617898262676,-0.614071597108437
"69",0.731032783165574,-0.893149405464021,-0.0810583111492235
"70",-0.577460497617722,-1.30198287170033,-0.939721684659026
"71",-0.501764724962413,-0.778540522060576,-0.640152623511494
"72",-0.315092052333057,0.733652405771037,0.20928017671899
"73",0.130572506226599,-0.607943574682827,-0.238685534228114
"74",0.112185753881931,1.65568699365796,0.883936373769945
"75",0.394136334303766,0.605040758205151,0.499588546254458
"76",0.0865704421885312,-0.68710785048677,-0.300268704149119
"77",-0.544534482527524,-0.837976738829061,-0.691255610678293
"78",0.40123095549643,0.443957966680988,0.422594461088709
"79",0.350752810016274,-0.870077383489984,-0.259662286736855
"80",0.0345436921343207,0.0691782770459144,0.0518609845901176
"81",-0.110285856761038,1.73355689566189,0.811635519450426
"82",-0.21522266510874,-0.961380874762427,-0.588301769935583
"83",-0.81767934281379,0.868188206554277,0.0252544318702435
"84",0.467875471804291,0.668691415706281,0.568283443755286
"85",0.55314856255427,-0.878810570253854,-0.162831003849792
"86",-0.653640826698393,2.09379723268675,0.720078202994179
"87",-0.419256459455937,2.20546206837783,0.893102804460946
"88",0.199274976272136,0.682385376496196,0.440830176384166
"89",0.171991595067084,0.809043618015089,0.490517606541086
